Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,Transport_share,Waste Bag Size_share,Waste Bag Weekly Count_share,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport,season,area_total_emission,area_emissions_list
overweight,male,pescatarian,daily,natural gas,0.0,never,227,frequently,56,0.0,2,15,41,11,Yes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2421,Operations,Navi Mumbai,India,2.0,0.0,0.0,1.0,27,1,50,19,1646,116,Koparkhairane,"Residential, Industrial",826.64,397.22,1158.87,514.36,311.38,0.0,Winter,3208.47,"700,1000"
obese,female,omnivore,less frequently,coal,0.0,often,135,rarely,7,0.0,2,20,9,12,Sometimes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",1773,Operations,Navi Mumbai,India,2.0,0.0,0.0,1.0,15,2,53,4,1593,136,Turbhe,"Industrial, Vehicular",611.21,452.66,1215.39,673.77,339.04,0.0,Winter,3292.07,"1000,600"
obese,male,vegan,twice a day,electricity,0.0,often,176,very frequently,833,0.0,7,1,44,6,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']",3094,Engineering,Mumbai,India,7.0,0.0,0.0,1.0,32,2,17,6,1549,37,Bandra Kurla Complex,Corporate,760.49,734.12,1030.5,604.81,387.74,1801.51,Summer,5319.17,650
normal,male,omnivore,twice a day,natural gas,0.0,often,285,very frequently,789,0.0,2,22,0,1,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",2606,Student,Navi Mumbai,India,2.0,0.0,0.0,1.0,18,3,15,11,1398,115,Ghansoli,"Residential, Industrial",759.9,475.36,1154.98,490.83,298.84,0.0,Monsoon,3179.91,"700,1000"
underweight,female,pescatarian,more frequently,electricity,0.0,sometimes,244,frequently,6393,0.0,6,15,50,6,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1543,Operations,Mumbai,India,6.0,0.0,0.0,1.0,20,2,31,1,486,55,Chembur,"Industrial, Vehicular",729.63,488.33,1475.01,854.42,293.65,1897.16,Summer,5738.2,"1200,750"
obese,female,pescatarian,less frequently,electricity,0.0,sometimes,163,frequently,63,0.0,6,20,22,19,No,[],"['Oven', 'Grill', 'Airfryer']",2219,Student,Mumbai,India,6.0,0.0,0.0,1.0,21,0,27,6,1639,81,Malad West,"Residential, Construction",969.37,588.53,898.86,730.06,451.3,1589.25,Monsoon,5227.37,"850,400"
overweight,female,omnivore,less frequently,electricity,0.0,sometimes,54,never,259,0.0,3,23,48,11,No,[],"['Stove', 'Grill', 'Airfryer']",1607,Sales,Navi Mumbai,India,3.0,0.0,0.0,1.0,8,2,59,4,1606,133,Nerul,"Residential, Corporate, Construction",801.38,554.7,916.74,551.18,432.41,0.0,Post-Monsoon,3256.41,"700,500,350"
obese,male,vegetarian,less frequently,natural gas,0.0,never,186,frequently,918,0.0,5,13,33,7,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3018,Sales,Navi Mumbai,India,5.0,0.0,0.0,1.0,8,1,31,11,978,70,Koparkhairane,"Residential, Industrial",772.28,520.66,1097.46,493.76,329.02,0.0,Winter,3213.18,"700,1000"
normal,male,pescatarian,twice a day,coal,0.0,never,67,never,84,0.0,2,9,11,19,No,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1335,Student,Mumbai,India,2.0,0.0,0.0,1.0,8,2,49,3,1801,50,Worli,"Vehicular, Construction",695.91,593.46,991.05,802.04,475.72,1786.05,Winter,5344.23,"750,400"
underweight,male,vegetarian,less frequently,coal,0.0,often,154,frequently,60,0.0,7,16,41,10,Sometimes,['Plastic'],"['Stove', 'Microwave']",3221,Sales,Mumbai,India,7.0,0.0,0.0,1.0,26,1,57,18,812,103,Sion,"Vehicular, Construction",789.6,536.86,935.21,863.02,516.54,1610.44,Monsoon,5251.67,"750,400"
underweight,male,vegan,more frequently,wood,0.0,never,89,very frequently,1091,0.0,3,7,21,3,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2028,Engineering,Mumbai,India,3.0,0.0,0.0,1.0,16,4,17,2,555,54,Malad West,"Residential, Construction",850.93,595.94,1075.26,612.22,374.77,2019.1,Monsoon,5528.22,"850,400"
obese,male,vegetarian,daily,wood,0.0,often,107,frequently,22,0.0,6,14,43,11,Yes,['Paper'],['Oven'],2706,Other,Mumbai,India,6.0,0.0,0.0,1.0,7,3,43,16,261,50,Malad West,"Residential, Construction",923.34,528.26,1078.36,561.62,400.8,1604.89,Winter,5097.27,"850,400"
overweight,male,vegan,twice a day,natural gas,0.0,often,238,rarely,9316,0.0,3,8,29,0,Yes,['Glass'],['Oven'],1790,Finance,Navi Mumbai,India,3.0,0.0,0.0,1.0,15,1,33,3,1430,116,Kharghar,"Residential, Construction",834.05,443.13,953.59,483.92,384.27,0.0,Winter,3098.96,"700,350"
obese,male,pescatarian,more frequently,coal,0.0,sometimes,223,frequently,5606,0.0,7,17,16,11,Sometimes,[],"['Stove', 'Oven', 'Microwave']",3441,Engineering,Navi Mumbai,India,7.0,0.0,0.0,1.0,17,3,28,8,850,139,Kharghar,"Residential, Construction",784.26,525.32,819.78,493.33,322.64,0.0,Winter,2945.33,"700,350"
underweight,female,vegetarian,twice a day,wood,0.0,never,179,frequently,838,0.0,5,8,31,0,Yes,"['Paper', 'Glass']","['Stove', 'Microwave']",1864,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,32,1,20,1,1538,123,CBD Belapur,"Corporate, Vehicular",596.5,517.71,947.74,674.04,293.89,0.0,Winter,3029.88,"500,600"
normal,male,vegetarian,more frequently,coal,0.0,sometimes,248,rarely,25,0.0,3,13,30,19,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",1663,Other,Mumbai,India,3.0,0.0,0.0,1.0,0,2,59,9,715,87,Chembur,"Industrial, Vehicular",852.53,535.07,1272.18,874.09,398.62,1690.55,Winter,5623.04,"1200,750"
overweight,male,pescatarian,more frequently,natural gas,0.0,never,64,frequently,3178,0.0,4,19,16,4,Yes,"['Glass', 'Metal']",['Stove'],2912,Other,Navi Mumbai,India,4.0,0.0,0.0,1.0,11,3,0,19,438,36,Ghansoli,"Residential, Industrial",791.33,450.8,1074.97,566.7,259.61,0.0,Summer,3143.41,"700,1000"
underweight,male,pescatarian,more frequently,natural gas,0.0,never,287,rarely,8031,0.0,1,16,29,15,No,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",3340,Engineering,Navi Mumbai,India,1.0,0.0,0.0,1.0,5,4,54,8,1160,115,Kharghar,"Residential, Construction",753.84,411.74,852.21,513.74,361.22,0.0,Winter,2892.75,"700,350"
underweight,male,omnivore,more frequently,coal,0.0,often,273,very frequently,85,0.0,5,8,12,4,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",2794,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,4,1,15,7,1347,56,Vashi,"Corporate, Residential, Vehicular",777.3,566.63,1027.48,641.58,314.07,0.0,Winter,3327.06,"500,700,600"
normal,female,vegan,daily,wood,0.0,never,167,frequently,1659,0.0,5,5,1,13,Sometimes,['Paper'],['Oven'],1670,Sales,Navi Mumbai,India,5.0,0.0,0.0,1.0,15,6,48,17,158,109,Nerul,"Residential, Corporate, Construction",712.21,595.46,996.58,562.37,418.83,0.0,Post-Monsoon,3285.45,"700,500,350"
obese,male,pescatarian,less frequently,natural gas,0.0,sometimes,245,very frequently,37,0.0,5,15,20,8,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",3370,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,17,1,32,10,975,47,Ghansoli,"Residential, Industrial",711.54,491.0,1080.02,532.94,302.71,0.0,Winter,3118.21,"700,1000"
underweight,female,pescatarian,less frequently,electricity,0.0,often,184,very frequently,1614,0.0,3,6,48,24,Yes,"['Plastic', 'Glass']",['Stove'],2612,Engineering,Navi Mumbai,India,3.0,0.0,0.0,1.0,17,0,20,18,1343,139,CBD Belapur,"Corporate, Vehicular",637.46,485.47,900.43,652.32,347.52,0.0,Summer,3023.2,"500,600"
underweight,female,vegetarian,more frequently,natural gas,0.0,never,263,never,53,0.0,5,1,19,13,Sometimes,['Plastic'],[],1161,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,0,0,54,17,460,91,CBD Belapur,"Corporate, Vehicular",579.13,578.53,909.32,679.96,300.71,0.0,Summer,3047.65,"500,600"
overweight,male,vegetarian,daily,electricity,0.0,never,211,very frequently,5879,0.0,5,14,45,6,Sometimes,"['Plastic', 'Metal']",['Oven'],5354,Operations,Navi Mumbai,India,5.0,0.0,0.0,1.0,18,0,34,18,885,129,Airoli,"Residential, Corporate",722.09,571.52,788.36,485.05,285.97,0.0,Summer,2852.99,"700,500"
overweight,female,vegetarian,more frequently,wood,0.0,never,178,never,20,0.0,5,16,41,4,Yes,[],"['Microwave', 'Grill', 'Airfryer']",1405,Engineering,Mumbai,India,5.0,0.0,0.0,1.0,7,4,54,16,124,102,Goregaon,"Residential, Construction",885.09,541.04,923.7,684.19,485.0,1974.06,Winter,5493.08,"850,400"
obese,male,omnivore,daily,natural gas,0.0,never,212,frequently,95,0.0,6,19,31,22,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",2540,Sales,Mumbai,India,6.0,0.0,0.0,1.0,2,2,56,19,552,47,Borivali,"Residential, Vehicular",991.79,686.1,918.79,880.77,367.32,1634.45,Winter,5479.22,"850,750"
overweight,male,vegan,daily,natural gas,0.0,often,234,never,8659,0.0,1,8,10,11,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",926,Student,Mumbai,India,1.0,0.0,0.0,1.0,24,4,26,16,1330,107,Andheri (Airport area),"Vehicular, Corporate, Airport",736.75,755.75,1127.58,862.64,376.37,2141.51,Winter,6000.6,"750,650,2000"
underweight,male,pescatarian,twice a day,wood,0.0,often,117,rarely,6711,0.0,3,11,6,12,Sometimes,['Paper'],['Stove'],2344,Student,Navi Mumbai,India,3.0,0.0,0.0,1.0,4,3,19,14,124,136,Kharghar,"Residential, Construction",725.48,370.52,946.45,505.87,394.87,0.0,Monsoon,2943.19,"700,350"
obese,female,vegetarian,daily,wood,0.0,never,68,never,1884,0.0,6,13,9,7,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",951,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,39,2,30,15,1207,141,Airoli,"Residential, Corporate",827.66,605.06,883.61,546.91,331.86,0.0,Winter,3195.1,"700,500"
normal,male,pescatarian,less frequently,coal,0.0,often,126,never,50,0.0,2,9,23,9,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1279,Other,Mumbai,India,2.0,0.0,0.0,1.0,18,3,15,16,347,103,Malad West,"Residential, Construction",973.8,566.3,1029.05,639.81,438.03,1513.0,Monsoon,5159.99,"850,400"
underweight,male,vegan,daily,wood,0.0,never,215,never,9846,0.0,1,15,21,3,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",4335,Engineering,Navi Mumbai,India,1.0,0.0,0.0,1.0,17,6,52,7,1371,21,Turbhe,"Industrial, Vehicular",628.37,426.45,1167.31,682.97,359.09,0.0,Winter,3264.19,"1000,600"
overweight,male,vegetarian,more frequently,wood,0.0,never,195,very frequently,1702,0.0,7,9,29,4,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3289,Finance,Mumbai,India,7.0,0.0,0.0,1.0,30,2,13,6,1174,76,Worli,"Vehicular, Construction",741.6,627.79,1033.63,793.54,458.86,1496.46,Winter,5151.88,"750,400"
normal,female,vegan,twice a day,coal,0.0,never,234,frequently,5316,0.0,3,14,8,24,Sometimes,"['Paper', 'Plastic']","['Stove', 'Microwave']",3084,Operations,Mumbai,India,3.0,0.0,0.0,1.0,32,1,47,3,1048,29,Sion,"Vehicular, Construction",717.89,537.12,1136.55,895.09,493.8,1966.04,Winter,5746.49,"750,400"
obese,male,vegetarian,twice a day,wood,0.0,never,192,frequently,1485,0.0,7,6,50,8,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave']",4086,Engineering,Navi Mumbai,India,7.0,0.0,0.0,1.0,17,1,31,6,1645,101,Ghansoli,"Residential, Industrial",742.55,411.14,1163.38,559.37,283.8,0.0,Summer,3160.24,"700,1000"
underweight,male,vegan,less frequently,coal,0.0,often,66,never,32,0.0,5,21,38,10,Yes,[],"['Grill', 'Airfryer']",2117,Finance,Navi Mumbai,India,5.0,0.0,0.0,1.0,38,2,55,10,276,117,Koparkhairane,"Residential, Industrial",761.57,408.49,1178.8,490.76,310.65,0.0,Winter,3150.27,"700,1000"
overweight,female,vegetarian,daily,coal,0.0,sometimes,261,rarely,9418,0.0,3,17,40,8,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",1418,Operations,Mumbai,India,3.0,0.0,0.0,1.0,15,1,40,2,224,121,Worli,"Vehicular, Construction",688.61,602.65,887.63,860.6,359.96,1812.36,Summer,5211.81,"750,400"
normal,male,omnivore,daily,electricity,0.0,often,282,frequently,984,0.0,1,18,35,2,Yes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",2173,Student,Mumbai,India,1.0,0.0,0.0,1.0,15,2,31,1,265,51,Sion,"Vehicular, Construction",755.16,545.27,977.79,798.42,503.28,1714.84,Summer,5294.76,"750,400"
overweight,male,omnivore,less frequently,wood,0.0,often,202,rarely,5203,0.0,7,14,27,9,Sometimes,"['Glass', 'Metal']",[],4151,Operations,Navi Mumbai,India,7.0,0.0,0.0,1.0,37,3,52,0,1471,22,CBD Belapur,"Corporate, Vehicular",564.41,642.58,902.5,710.49,318.94,0.0,Monsoon,3138.92,"500,600"
overweight,male,vegan,daily,coal,0.0,never,103,very frequently,4792,0.0,1,1,35,3,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",2662,Sales,Mumbai,India,1.0,0.0,0.0,1.0,6,4,59,5,225,67,Sion,"Vehicular, Construction",719.72,526.94,1040.4,845.43,365.05,1906.18,Monsoon,5403.72,"750,400"
obese,female,pescatarian,daily,coal,0.0,often,281,rarely,8720,0.0,6,22,5,4,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4779,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,13,3,52,13,1492,28,Taloja,"Industrial, Construction",659.2,449.57,1128.65,477.23,363.31,0.0,Summer,3077.96,"1000,350"
normal,male,pescatarian,daily,wood,0.0,often,71,never,426,0.0,5,23,33,7,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",1779,Student,Mumbai,India,5.0,0.0,0.0,1.0,24,2,1,3,981,35,Mazgaon,"Vehicular, Residential",905.86,681.01,1125.47,901.84,442.74,1728.38,Monsoon,5785.3,"750,850"
overweight,male,vegan,less frequently,wood,0.0,often,109,rarely,9953,0.0,6,18,40,22,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",5416,Operations,Navi Mumbai,India,6.0,0.0,0.0,1.0,31,4,56,15,1937,107,CBD Belapur,"Corporate, Vehicular",561.88,586.52,910.58,678.4,254.12,0.0,Winter,2991.5,"500,600"
overweight,male,vegan,twice a day,wood,0.0,never,67,frequently,745,0.0,6,11,13,18,Yes,"['Glass', 'Metal']",['Stove'],1971,Operations,Mumbai,India,6.0,0.0,0.0,1.0,37,5,44,9,1370,50,Goregaon,"Residential, Construction",957.69,546.36,897.75,669.89,427.9,1647.07,Winter,5146.66,"850,400"
normal,female,omnivore,twice a day,coal,0.0,often,64,never,35,0.0,7,20,4,5,Yes,['Glass'],['Stove'],1666,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,21,0,21,4,169,116,Taloja,"Industrial, Construction",665.41,377.29,1127.39,522.39,380.83,0.0,Post-Monsoon,3073.31,"1000,350"
overweight,female,pescatarian,twice a day,natural gas,0.0,never,67,very frequently,6384,0.0,5,11,43,18,No,['Metal'],['Microwave'],3990,Operations,Navi Mumbai,India,5.0,0.0,0.0,1.0,15,1,36,10,622,113,Ghansoli,"Residential, Industrial",738.15,462.62,1075.53,551.65,255.6,0.0,Winter,3083.55,"700,1000"
underweight,male,vegan,more frequently,wood,0.0,never,58,very frequently,1275,0.0,5,13,11,12,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2817,Sales,Navi Mumbai,India,5.0,0.0,0.0,1.0,28,1,52,0,1206,138,Vashi,"Corporate, Residential, Vehicular",759.0,613.86,881.77,705.25,265.61,0.0,Winter,3225.49,"500,700,600"
underweight,female,vegan,more frequently,electricity,0.0,sometimes,174,very frequently,92,0.0,4,8,29,5,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2025,Other,Mumbai,India,4.0,0.0,0.0,1.0,15,2,51,16,1523,113,Bandra Kurla Complex,Corporate,772.88,814.41,1091.96,615.47,411.09,1831.6,Monsoon,5537.41,650
obese,female,pescatarian,less frequently,electricity,0.0,often,120,never,2061,0.0,4,12,14,17,Sometimes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1734,Sales,Mumbai,India,4.0,0.0,0.0,1.0,11,4,16,13,771,58,Andheri (Airport area),"Vehicular, Corporate, Airport",771.68,666.41,1130.18,853.59,288.18,2109.24,Monsoon,5819.28,"750,650,2000"
underweight,female,pescatarian,less frequently,electricity,0.0,sometimes,99,never,1378,0.0,3,18,42,24,Sometimes,['Metal'],"['Stove', 'Microwave']",1015,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,16,2,31,6,1509,35,Ghansoli,"Residential, Industrial",820.95,471.81,1159.75,481.51,274.57,0.0,Summer,3208.59,"700,1000"
overweight,female,pescatarian,less frequently,natural gas,0.0,often,170,never,755,0.0,1,12,30,21,No,['Paper'],"['Stove', 'Oven', 'Microwave']",1336,Finance,Mumbai,India,1.0,0.0,0.0,1.0,36,3,37,13,1181,66,Andheri (Airport area),"Vehicular, Corporate, Airport",780.82,729.75,1106.12,764.51,345.18,2350.78,Winter,6077.16,"750,650,2000"
obese,male,pescatarian,more frequently,coal,0.0,sometimes,288,never,6367,0.0,7,6,12,3,No,"['Paper', 'Glass']","['Stove', 'Microwave']",3961,Sales,Mumbai,India,7.0,0.0,0.0,1.0,26,2,16,0,1597,118,Andheri (Airport area),"Vehicular, Corporate, Airport",728.0,654.36,913.28,768.14,398.48,2356.34,Summer,5818.6,"750,650,2000"
overweight,male,pescatarian,less frequently,electricity,0.0,never,259,rarely,970,0.0,1,18,31,15,No,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1445,Operations,Navi Mumbai,India,1.0,0.0,0.0,1.0,24,2,57,5,952,39,Vashi,"Corporate, Residential, Vehicular",755.66,606.34,897.55,742.4,350.47,0.0,Monsoon,3352.42,"500,700,600"
obese,male,vegan,daily,coal,0.0,often,298,never,1637,0.0,7,0,17,24,Sometimes,['Plastic'],"['Grill', 'Airfryer']",2443,Sales,Navi Mumbai,India,7.0,0.0,0.0,1.0,12,4,33,6,1033,40,Ghansoli,"Residential, Industrial",819.58,494.85,1016.76,550.15,343.76,0.0,Monsoon,3225.1,"700,1000"
underweight,female,pescatarian,daily,coal,0.0,often,75,rarely,1995,0.0,3,12,0,22,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1183,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,7,1,6,10,1202,98,Vashi,"Corporate, Residential, Vehicular",721.45,567.92,760.6,641.44,315.04,0.0,Monsoon,3006.45,"500,700,600"
underweight,male,vegan,more frequently,coal,0.0,often,114,rarely,38,0.0,1,14,4,10,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1223,Sales,Mumbai,India,1.0,0.0,0.0,1.0,4,0,28,9,284,68,Worli,"Vehicular, Construction",762.42,641.1,1117.24,888.11,500.48,1706.88,Winter,5616.23,"750,400"
underweight,female,omnivore,twice a day,natural gas,0.0,never,236,frequently,3610,0.0,2,12,37,22,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",1733,Other,Mumbai,India,2.0,0.0,0.0,1.0,11,0,16,2,1200,35,Mazgaon,"Vehicular, Residential",916.31,695.75,992.15,803.52,345.0,1523.4,Monsoon,5276.13,"750,850"
normal,male,omnivore,more frequently,wood,0.0,sometimes,208,very frequently,5000,0.0,2,18,6,18,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",4219,Finance,Mumbai,India,2.0,0.0,0.0,1.0,2,4,23,18,1194,42,Mazgaon,"Vehicular, Residential",917.96,559.02,1050.47,777.77,337.31,2018.29,Winter,5660.82,"750,850"
obese,male,pescatarian,daily,electricity,0.0,sometimes,86,never,1480,0.0,4,5,35,8,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1377,Finance,Navi Mumbai,India,4.0,0.0,0.0,1.0,34,2,7,1,1239,127,Taloja,"Industrial, Construction",610.12,463.71,1030.77,514.67,415.19,0.0,Monsoon,3034.46,"1000,350"
underweight,female,vegetarian,daily,wood,0.0,often,128,frequently,8,0.0,7,9,23,24,Sometimes,"['Paper', 'Metal']",['Stove'],1534,Operations,Mumbai,India,7.0,0.0,0.0,1.0,32,0,22,11,1308,87,Malad West,"Residential, Construction",1016.44,542.2,1023.39,634.19,410.91,1673.29,Summer,5300.42,"850,400"
underweight,female,vegetarian,more frequently,wood,0.0,often,224,very frequently,865,0.0,1,14,12,2,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1965,Finance,Mumbai,India,1.0,0.0,0.0,1.0,21,2,54,11,422,112,Bandra Kurla Complex,Corporate,697.74,674.2,1127.77,624.45,348.17,1875.39,Summer,5347.72,650
overweight,male,pescatarian,daily,natural gas,0.0,never,106,never,19,0.0,2,20,12,2,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",821,Engineering,Navi Mumbai,India,2.0,0.0,0.0,1.0,8,1,32,0,114,43,Airoli,"Residential, Corporate",830.26,581.06,761.73,534.08,377.62,0.0,Monsoon,3084.75,"700,500"
normal,female,vegetarian,more frequently,natural gas,0.0,often,176,frequently,75,0.0,4,9,2,10,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",1536,Operations,Navi Mumbai,India,4.0,0.0,0.0,1.0,17,1,28,13,951,80,CBD Belapur,"Corporate, Vehicular",623.22,542.56,882.12,599.32,323.73,0.0,Winter,2970.95,"500,600"
overweight,male,omnivore,more frequently,coal,0.0,never,51,rarely,78,0.0,4,15,25,16,No,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1854,Finance,Mumbai,India,4.0,0.0,0.0,1.0,28,4,18,10,541,27,Chembur,"Industrial, Vehicular",734.97,652.18,1509.51,780.68,335.37,1850.03,Monsoon,5862.74,"1200,750"
normal,male,vegetarian,less frequently,wood,0.0,never,55,rarely,93,0.0,5,19,30,1,Yes,[],"['Oven', 'Microwave']",1474,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,38,5,56,7,1638,126,Koparkhairane,"Residential, Industrial",804.34,412.49,1217.72,495.04,351.69,0.0,Winter,3281.28,"700,1000"
obese,male,pescatarian,twice a day,wood,0.0,often,205,never,1973,0.0,4,1,33,15,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2073,Other,Mumbai,India,4.0,0.0,0.0,1.0,26,1,4,8,1181,48,Mazgaon,"Vehicular, Residential",1003.6,563.86,987.59,929.9,276.94,1676.47,Summer,5438.36,"750,850"
underweight,male,vegan,twice a day,electricity,0.0,often,142,frequently,959,0.0,3,24,12,12,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1196,Engineering,Navi Mumbai,India,3.0,0.0,0.0,1.0,35,3,36,17,1406,134,Kharghar,"Residential, Construction",737.3,426.67,995.92,446.12,435.5,0.0,Monsoon,3041.51,"700,350"
overweight,female,omnivore,more frequently,coal,0.0,often,85,never,6044,0.0,2,3,15,5,Sometimes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2232,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,16,0,22,12,498,133,CBD Belapur,"Corporate, Vehicular",552.92,571.13,876.71,678.68,261.51,0.0,Winter,2940.95,"500,600"
normal,male,pescatarian,more frequently,natural gas,0.0,never,99,very frequently,9346,0.0,1,20,14,2,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4401,Student,Mumbai,India,1.0,0.0,0.0,1.0,33,0,58,3,799,127,Worli,"Vehicular, Construction",719.79,705.02,1084.71,918.71,548.95,1589.69,Winter,5566.87,"750,400"
obese,male,vegan,twice a day,natural gas,0.0,never,175,very frequently,7753,0.0,3,18,31,8,No,['Glass'],"['Oven', 'Microwave']",4924,Engineering,Mumbai,India,3.0,0.0,0.0,1.0,2,2,25,15,870,92,Bandra Kurla Complex,Corporate,817.27,617.63,945.76,630.28,387.69,1719.2,Winter,5117.83,650
underweight,female,vegetarian,more frequently,coal,0.0,never,79,frequently,5,0.0,6,10,17,9,Yes,[],"['Microwave', 'Grill', 'Airfryer']",1664,Other,Mumbai,India,6.0,0.0,0.0,1.0,4,2,23,2,1535,29,Malad West,"Residential, Construction",861.09,520.62,985.61,684.79,456.5,1735.2,Monsoon,5243.81,"850,400"
obese,female,vegetarian,less frequently,wood,0.0,often,227,very frequently,425,0.0,4,18,44,7,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3067,Engineering,Mumbai,India,4.0,0.0,0.0,1.0,13,1,53,3,1810,103,Chembur,"Industrial, Vehicular",675.59,548.61,1334.09,840.36,421.79,1561.93,Monsoon,5382.37,"1200,750"
underweight,male,vegan,less frequently,coal,0.0,often,100,very frequently,66,0.0,7,1,5,12,Sometimes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2774,Sales,Mumbai,India,7.0,0.0,0.0,1.0,2,2,20,3,676,70,Malad West,"Residential, Construction",970.1,487.63,1004.16,619.82,444.36,1885.96,Monsoon,5412.03,"850,400"
