Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport,season,area_total_emission,area_emissions_list
normal,female,pescatarian,twice a day,natural gas,often,248,rarely,8434,5,20,12,19,Sometimes,['Plastic'],"['Oven', 'Microwave']",4738,Operations,Mumbai,India,240.0,1,1,34,5,524,98,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Winter,240.00000000000003,650
normal,male,vegetarian,twice a day,coal,sometimes,97,never,90,4,5,25,1,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",1332,Operations,Mumbai,India,230.0,36,2,53,18,684,114,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Winter,230.0,"850,400"
underweight,male,vegan,more frequently,electricity,often,182,never,2746,1,15,37,21,No,['Paper'],['Oven'],1129,Engineering,Navi Mumbai,India,230.0,15,1,27,8,638,24,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Monsoon,230.0,"700,500,350"
normal,female,vegetarian,more frequently,wood,sometimes,154,never,30,6,3,12,22,No,"['Paper', 'Glass']","['Stove', 'Oven']",924,Operations,Navi Mumbai,India,265.0,23,3,14,9,1716,70,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Monsoon,265.0,"1000,600"
obese,male,vegetarian,more frequently,natural gas,often,144,never,1687,6,2,24,22,Yes,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2331,Student,Mumbai,India,240.0,34,2,51,19,1868,116,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Winter,240.0,"750,400"
overweight,female,vegetarian,less frequently,wood,sometimes,173,rarely,179,6,13,2,10,No,['Plastic'],['Stove'],1386,Sales,Navi Mumbai,India,245.0,21,2,28,4,273,77,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Winter,245.0,"700,1000"
normal,male,vegetarian,more frequently,coal,often,84,rarely,18,6,19,21,12,Sometimes,"['Paper', 'Plastic']",['Stove'],2075,Finance,Navi Mumbai,India,265.0,35,1,50,15,884,142,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Winter,265.0,"1000,600"
underweight,male,omnivore,less frequently,electricity,sometimes,271,very frequently,7513,7,19,35,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",4580,Other,Mumbai,India,235.0,10,2,3,1,1748,112,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Summer,235.0,"750,850"
overweight,male,omnivore,daily,coal,never,170,very frequently,11,4,15,38,19,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3279,Engineering,Navi Mumbai,India,245.0,28,2,33,8,861,22,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Summer,245.0,"700,1000"
overweight,male,vegan,daily,wood,never,109,very frequently,3363,6,17,22,20,Yes,"['Plastic', 'Metal']",['Oven'],2971,Operations,Mumbai,India,240.0,34,2,36,10,862,42,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Summer,240.0,"750,400"
obese,female,vegan,twice a day,wood,sometimes,147,frequently,14,1,16,20,4,Yes,['Paper'],['Oven'],1581,Operations,Mumbai,India,225.0,14,1,23,1,1650,29,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Winter,225.0,"850,400"
obese,male,pescatarian,more frequently,electricity,never,62,frequently,70,6,21,14,15,Yes,[],"['Oven', 'Microwave']",2171,Engineering,Navi Mumbai,India,230.0,30,1,20,17,1052,66,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Monsoon,230.0,"700,500,350"
overweight,female,vegan,daily,coal,often,174,very frequently,1610,5,6,40,22,No,['Paper'],"['Stove', 'Grill', 'Airfryer']",3378,Sales,Navi Mumbai,India,240.0,15,1,1,1,584,51,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Monsoon,240.00000000000003,"700,350"
normal,female,vegetarian,more frequently,electricity,never,215,rarely,851,3,1,44,13,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave']",1208,Student,Mumbai,India,240.0,9,1,6,13,1292,140,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Summer,240.00000000000003,650
normal,male,vegetarian,more frequently,electricity,never,271,very frequently,97,2,9,21,13,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",2492,Student,Navi Mumbai,India,245.0,31,3,55,3,684,67,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Monsoon,245.0,"700,1000"
obese,female,vegetarian,daily,coal,never,190,rarely,7997,1,15,15,16,No,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2706,Finance,Navi Mumbai,India,225.0,1,1,10,7,881,55,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Monsoon,225.0,"700,500"
normal,female,omnivore,more frequently,natural gas,never,234,rarely,5688,7,17,21,3,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2171,Other,Navi Mumbai,India,225.0,23,2,11,7,875,107,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Monsoon,225.0,"700,500"
normal,male,pescatarian,twice a day,electricity,sometimes,226,never,5847,4,8,37,6,Yes,"['Paper', 'Plastic']",[],1482,Engineering,Navi Mumbai,India,245.0,22,0,3,0,943,73,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Monsoon,245.0,"700,1000"
obese,female,vegetarian,twice a day,coal,often,132,never,6,3,15,42,12,Yes,['Glass'],['Microwave'],2068,Sales,Navi Mumbai,India,225.0,1,2,34,0,678,39,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Monsoon,225.0,"700,500"
normal,female,omnivore,less frequently,wood,never,299,never,47,1,12,1,13,No,"['Glass', 'Metal']",['Stove'],820,Engineering,Mumbai,India,210.0,37,1,39,3,870,79,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Summer,210.0,"850,750"
normal,female,vegetarian,more frequently,electricity,often,234,rarely,5,3,3,24,22,Sometimes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",1273,Other,Navi Mumbai,India,240.0,30,3,25,17,529,142,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Monsoon,240.00000000000003,"700,350"
overweight,female,omnivore,more frequently,natural gas,sometimes,58,very frequently,1761,1,7,10,21,Sometimes,"['Paper', 'Plastic', 'Metal']",[],1933,Other,Navi Mumbai,India,230.0,39,1,17,18,231,42,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Winter,230.0,"700,500,350"
obese,male,vegan,daily,wood,never,267,frequently,558,2,20,44,15,No,['Glass'],"['Grill', 'Airfryer']",2531,Other,Mumbai,India,240.0,25,4,54,9,1052,49,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Monsoon,240.0,"750,400"
normal,female,vegetarian,twice a day,coal,often,271,never,14,6,14,36,22,Sometimes,"['Paper', 'Plastic', 'Glass']",['Stove'],1974,Other,Mumbai,India,240.0,28,2,57,17,1247,67,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Monsoon,240.0,"750,400"
obese,male,vegetarian,daily,natural gas,never,285,never,53,7,16,23,4,Sometimes,['Glass'],"['Stove', 'Oven']",1807,Sales,Navi Mumbai,India,230.0,2,6,55,9,1859,64,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Winter,230.0,"700,1000"
normal,female,pescatarian,twice a day,natural gas,often,294,never,9740,2,1,22,4,No,"['Paper', 'Metal']",['Microwave'],1041,Operations,Mumbai,India,235.0,13,6,36,8,1297,56,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Winter,235.0,"750,850"
normal,female,omnivore,daily,coal,often,75,very frequently,9525,7,0,5,6,Sometimes,['Plastic'],['Oven'],4642,Student,Mumbai,India,7.0,24,3,15,6,1905,71,Andheri (Airport area),"Vehicular, Corporate, Airport",803.39,701.26,1023.26,815.93,339.31,2319.76,Summer,6002.91,"750,650,2000"
overweight,female,vegetarian,less frequently,wood,never,213,never,72,2,12,12,13,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",917,Other,Navi Mumbai,India,205.0,0,1,54,5,486,21,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Winter,205.0,"500,600"
normal,male,vegan,more frequently,electricity,sometimes,182,rarely,7526,2,19,3,0,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3540,Sales,Navi Mumbai,India,235.0,2,0,11,0,1264,33,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Summer,235.0,"500,700,600"
overweight,male,pescatarian,more frequently,wood,often,284,never,2824,2,23,22,17,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2259,Operations,Navi Mumbai,India,265.0,25,2,40,4,747,37,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Summer,265.0,"1000,600"
underweight,female,vegan,daily,electricity,never,73,never,92,2,20,6,9,Yes,"['Paper', 'Glass']",[],392,Sales,Mumbai,India,255.0,17,2,39,18,1563,133,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Summer,255.0,"1200,750"
underweight,male,pescatarian,less frequently,wood,never,257,rarely,98,5,24,30,16,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2165,Sales,Navi Mumbai,India,285.0,8,2,36,14,1865,34,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Post-Monsoon,285.0,"1000,350"
normal,male,vegan,daily,electricity,often,92,very frequently,909,1,15,26,3,Sometimes,['Glass'],"['Stove', 'Grill', 'Airfryer']",2249,Operations,Navi Mumbai,India,230.0,37,2,51,13,713,56,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Summer,230.0,"700,500,350"
underweight,male,vegetarian,more frequently,natural gas,sometimes,179,rarely,54,4,3,30,19,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],1284,Finance,Mumbai,India,255.0,22,2,18,6,471,149,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Winter,255.0,"1200,750"
underweight,male,vegan,less frequently,coal,never,144,frequently,4771,4,15,18,8,Sometimes,"['Plastic', 'Glass', 'Metal']",['Stove'],2014,Finance,Mumbai,India,225.0,20,2,14,8,913,138,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Winter,225.0,"750,400"
obese,female,pescatarian,less frequently,natural gas,often,220,very frequently,1669,7,6,21,6,Sometimes,[],"['Stove', 'Microwave']",3675,Finance,Mumbai,India,225.0,0,0,21,11,386,126,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Monsoon,225.0,"850,400"
underweight,female,vegan,less frequently,coal,often,145,frequently,24,7,1,7,23,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1631,Operations,Mumbai,India,235.0,20,0,19,16,1214,103,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
obese,male,omnivore,daily,natural gas,never,68,very frequently,1097,6,19,39,10,No,[],"['Stove', 'Oven', 'Microwave']",3894,Other,Navi Mumbai,India,230.0,26,3,42,17,1332,93,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Summer,230.0,"700,1000"
underweight,female,vegetarian,twice a day,wood,often,204,never,963,2,22,30,8,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1020,Finance,Navi Mumbai,India,240.0,5,4,51,1,646,88,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
normal,female,omnivore,more frequently,wood,sometimes,106,rarely,992,3,20,39,13,Sometimes,[],['Stove'],1734,Other,Navi Mumbai,India,265.0,35,3,12,16,1697,51,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Monsoon,265.0,"1000,600"
obese,male,pescatarian,twice a day,electricity,never,280,never,9193,5,8,29,15,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4007,Other,Navi Mumbai,India,230.0,27,1,22,19,1041,76,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Post-Monsoon,230.0,"700,1000"
obese,male,vegetarian,less frequently,electricity,sometimes,117,frequently,947,7,4,32,21,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2495,Engineering,Mumbai,India,235.0,16,1,30,6,251,80,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
obese,male,vegan,more frequently,electricity,sometimes,167,very frequently,759,6,6,3,6,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2877,Engineering,Navi Mumbai,India,245.0,39,2,25,9,676,24,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Monsoon,245.0,"700,1000"
obese,male,vegan,more frequently,coal,sometimes,202,frequently,19,3,6,31,9,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2391,Sales,Mumbai,India,210.0,2,0,44,14,320,104,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Monsoon,210.0,"850,750"
underweight,female,omnivore,twice a day,electricity,often,155,rarely,40,6,20,46,13,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1833,Finance,Mumbai,India,240.0,11,1,31,0,957,67,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Monsoon,240.00000000000003,650
underweight,female,vegetarian,daily,electricity,sometimes,214,rarely,210,6,15,39,13,Yes,[],"['Oven', 'Grill', 'Airfryer']",1514,Student,Mumbai,India,6.0,38,10,20,10,1423,59,Andheri (Airport area),"Vehicular, Corporate, Airport",801.55,791.97,880.68,838.17,350.68,2372.87,Monsoon,6035.92,"750,650,2000"
obese,female,vegetarian,less frequently,electricity,never,133,very frequently,3587,7,7,48,11,No,"['Paper', 'Glass', 'Metal']",[],4300,Finance,Navi Mumbai,India,235.0,11,3,16,7,1478,87,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Monsoon,235.0,"500,700,600"
obese,male,vegan,less frequently,electricity,sometimes,104,rarely,89,3,24,35,6,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1541,Engineering,Mumbai,India,235.0,1,2,28,11,1686,115,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Summer,235.0,"750,850"
overweight,male,omnivore,twice a day,natural gas,sometimes,118,never,57,3,14,45,13,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1476,Finance,Navi Mumbai,India,230.0,21,1,52,2,719,75,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Summer,230.0,"700,500,350"
normal,female,vegan,more frequently,wood,sometimes,234,frequently,654,2,3,4,13,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1504,Sales,Mumbai,India,2.0,22,2,28,14,955,71,Andheri (Airport area),"Vehicular, Corporate, Airport",727.55,738.68,987.69,798.88,401.99,1999.42,Monsoon,5654.21,"750,650,2000"
underweight,male,vegetarian,daily,natural gas,never,181,frequently,7804,3,22,28,2,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2678,Student,Navi Mumbai,India,245.0,29,0,47,4,785,144,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Winter,245.0,"700,1000"
normal,male,pescatarian,twice a day,coal,often,142,never,152,7,7,20,22,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1591,Student,Mumbai,India,240.0,4,2,21,4,1924,37,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Monsoon,240.00000000000003,650
underweight,female,pescatarian,daily,coal,sometimes,59,frequently,6204,6,4,0,3,No,"['Paper', 'Metal']",['Microwave'],1358,Student,Navi Mumbai,India,225.0,8,2,48,16,1315,147,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Winter,225.0,"700,500"
underweight,male,vegan,daily,natural gas,sometimes,272,never,2850,3,6,41,10,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1977,Other,Mumbai,India,240.0,20,5,18,1,1533,44,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Summer,240.00000000000003,650
underweight,male,vegan,daily,wood,often,183,frequently,1257,3,15,49,3,Sometimes,"['Paper', 'Plastic']","['Stove', 'Microwave']",2269,Sales,Navi Mumbai,India,235.0,10,0,53,0,1480,80,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Winter,235.0,"500,700,600"
normal,male,omnivore,more frequently,electricity,often,150,very frequently,97,1,8,31,17,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],2491,Engineering,Navi Mumbai,India,230.0,4,5,13,17,1802,99,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Monsoon,230.0,"700,1000"
overweight,female,vegan,less frequently,natural gas,sometimes,85,rarely,19,2,13,32,2,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1075,Operations,Mumbai,India,210.0,34,6,54,8,1367,147,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Winter,210.0,"850,750"
normal,female,vegetarian,less frequently,coal,sometimes,173,rarely,6327,5,1,20,4,No,['Plastic'],[],3301,Sales,Navi Mumbai,India,285.0,26,2,38,4,866,51,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Winter,285.0,"1000,350"
underweight,female,vegetarian,less frequently,coal,never,230,very frequently,1891,6,2,44,8,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2385,Other,Mumbai,India,240.0,1,3,22,19,157,78,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Winter,240.00000000000003,650
normal,male,omnivore,daily,electricity,sometimes,53,very frequently,2392,4,10,34,2,No,"['Glass', 'Metal']","['Oven', 'Microwave']",2929,Student,Navi Mumbai,India,285.0,23,1,40,12,1149,136,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Monsoon,285.0,"1000,350"
underweight,female,pescatarian,more frequently,coal,sometimes,209,never,6528,6,8,24,22,No,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1858,Sales,Mumbai,India,240.0,30,4,1,1,585,111,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Monsoon,240.0,"750,400"
normal,female,omnivore,more frequently,electricity,often,255,never,5423,5,3,47,19,No,"['Glass', 'Metal']","['Stove', 'Microwave']",2630,Student,Navi Mumbai,India,245.0,32,3,50,12,1240,137,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Post-Monsoon,245.0,"700,1000"
obese,male,vegetarian,twice a day,electricity,sometimes,272,never,7003,2,18,21,6,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",3310,Operations,Mumbai,India,210.0,38,0,54,7,341,149,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Winter,210.0,"850,750"
obese,male,vegetarian,daily,electricity,never,199,very frequently,762,1,8,25,11,No,[],"['Oven', 'Microwave']",2867,Operations,Navi Mumbai,India,240.0,29,4,31,9,1353,143,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Post-Monsoon,240.00000000000003,"700,350"
overweight,male,vegan,more frequently,wood,often,152,very frequently,1155,1,0,42,13,No,"['Paper', 'Plastic']",['Stove'],2937,Operations,Navi Mumbai,India,245.0,36,2,37,19,942,135,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Winter,245.0,"700,1000"
underweight,male,omnivore,more frequently,wood,never,62,very frequently,242,2,17,46,11,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2542,Sales,Navi Mumbai,India,205.0,27,3,32,5,1888,146,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Summer,205.0,"500,600"
overweight,female,omnivore,twice a day,wood,sometimes,60,very frequently,38,5,15,4,18,Yes,"['Paper', 'Plastic', 'Glass']",['Microwave'],2228,Finance,Navi Mumbai,India,230.0,30,1,57,10,1216,123,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Winter,230.0,"700,1000"
normal,male,vegan,less frequently,coal,sometimes,246,never,66,4,12,45,8,Sometimes,"['Plastic', 'Metal']",[],1737,Student,Navi Mumbai,India,205.0,10,3,6,13,320,72,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Winter,205.0,"500,600"
obese,female,pescatarian,daily,wood,often,214,frequently,14,3,20,18,3,Sometimes,['Paper'],"['Stove', 'Microwave']",2204,Sales,Mumbai,India,240.0,22,0,47,9,1830,47,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Winter,240.00000000000003,650
underweight,female,omnivore,daily,electricity,never,57,never,70,7,6,14,5,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",842,Finance,Mumbai,India,255.0,1,2,33,9,812,80,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Monsoon,255.0,"1200,750"
normal,male,pescatarian,more frequently,wood,sometimes,135,rarely,1984,3,10,6,5,No,['Glass'],"['Oven', 'Microwave']",1644,Engineering,Navi Mumbai,India,285.0,39,1,3,10,326,78,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Summer,285.0,"1000,350"
overweight,male,pescatarian,less frequently,wood,never,72,very frequently,98,2,0,23,19,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",2537,Operations,Navi Mumbai,India,235.0,26,3,22,3,668,94,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Winter,235.0,"500,700,600"
normal,male,pescatarian,daily,natural gas,never,273,never,0,5,7,49,11,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1535,Other,Mumbai,India,230.0,34,2,19,2,1705,133,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Winter,230.0,"850,400"
underweight,female,pescatarian,more frequently,electricity,sometimes,72,never,1603,4,11,1,22,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],668,Engineering,Navi Mumbai,India,240.0,1,3,21,8,1883,145,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
obese,female,omnivore,less frequently,electricity,often,196,very frequently,4296,7,20,1,10,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",4069,Student,Navi Mumbai,India,235.0,38,3,45,4,684,84,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Monsoon,235.0,"500,700,600"
normal,female,omnivore,less frequently,coal,often,249,never,580,1,22,8,6,Sometimes,['Glass'],"['Oven', 'Grill', 'Airfryer']",1401,Sales,Mumbai,India,240.0,36,1,28,0,866,135,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Winter,240.0,"750,400"
overweight,female,pescatarian,less frequently,electricity,often,209,rarely,9970,6,2,48,23,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",2127,Other,Mumbai,India,225.0,20,5,42,10,875,107,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Summer,225.0,"750,400"
