Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,Transport_share,Waste Bag Size_share,Waste Bag Weekly Count_share,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport
normal,male,pescatarian,daily,natural gas,0.0,never,273,never,0,0.0,5,7,49,11,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1535,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,38,1,30,15,859,147,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
obese,male,vegan,less frequently,coal,0.0,never,218,never,4004,0.0,4,18,17,18,No,"['Plastic', 'Metal']","['Stove', 'Oven']",1674,Engineering,Navi Mumbai,India,4.0,0.0,0.0,1.0,36,1,24,6,839,147,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
obese,male,vegan,twice a day,electricity,0.0,never,94,very frequently,98,0.0,6,13,12,20,Yes,"['Plastic', 'Glass', 'Metal']",['Stove'],2340,Operations,Navi Mumbai,India,6.0,0.0,0.0,1.0,21,2,46,2,1568,51,Airoli,"Residential, Corporate",1,1,0,0,0,0
normal,female,vegetarian,less frequently,wood,0.0,never,168,frequently,7719,0.0,3,5,9,3,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",3676,Finance,Navi Mumbai,India,3.0,0.0,0.0,1.0,7,3,55,12,1294,89,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
normal,male,omnivore,more frequently,wood,0.0,sometimes,71,never,0,0.0,2,2,45,5,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1390,Operations,Mumbai,India,2.0,0.0,0.0,1.0,16,2,23,19,477,22,Malad West,"Residential, Construction",1,0,0,0,1,0
obese,male,pescatarian,daily,wood,0.0,never,130,rarely,71,0.0,2,10,15,10,No,['Glass'],"['Oven', 'Grill', 'Airfryer']",1490,Sales,Mumbai,India,2.0,0.0,0.0,1.0,26,6,0,8,946,133,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
overweight,female,vegan,twice a day,coal,0.0,sometimes,209,very frequently,56,0.0,5,15,42,0,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2830,Operations,Mumbai,India,5.0,0.0,0.0,1.0,32,1,37,10,305,31,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
underweight,male,pescatarian,more frequently,natural gas,0.0,sometimes,111,very frequently,61,0.0,6,17,45,14,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2483,Operations,Navi Mumbai,India,6.0,0.0,0.0,1.0,16,0,53,6,1726,52,Airoli,"Residential, Corporate",1,1,0,0,0,0
normal,female,vegetarian,less frequently,electricity,0.0,never,140,never,70,0.0,5,23,41,22,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",846,Finance,Mumbai,India,5.0,0.0,0.0,1.0,11,6,30,14,1749,46,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
overweight,male,vegetarian,daily,coal,0.0,never,74,never,17,0.0,6,1,20,17,No,"['Plastic', 'Glass', 'Metal']",['Stove'],1440,Operations,Mumbai,India,6.0,0.0,0.0,1.0,26,0,36,0,1145,132,Goregaon,"Residential, Construction",1,0,0,0,1,0
overweight,female,vegetarian,less frequently,coal,0.0,never,248,frequently,1495,0.0,6,12,21,8,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1944,Sales,Navi Mumbai,India,6.0,0.0,0.0,1.0,7,2,10,1,1260,144,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
obese,female,vegan,twice a day,wood,0.0,never,244,rarely,1804,0.0,2,17,22,10,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1255,Student,Mumbai,India,2.0,0.0,0.0,1.0,22,4,48,0,1426,32,Malad West,"Residential, Construction",1,0,0,0,1,0
overweight,female,pescatarian,more frequently,coal,0.0,never,272,very frequently,40,0.0,3,20,6,9,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2643,Student,Navi Mumbai,India,3.0,0.0,0.0,1.0,28,0,2,14,1848,129,Kharghar,"Residential, Construction",1,0,0,0,1,0
obese,female,omnivore,twice a day,electricity,0.0,often,84,rarely,76,0.0,3,11,20,3,Sometimes,['Metal'],['Microwave'],1116,Engineering,Navi Mumbai,India,3.0,0.0,0.0,1.0,19,1,11,3,102,142,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,female,pescatarian,more frequently,wood,0.0,often,130,never,23,0.0,2,16,48,13,No,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1976,Operations,Navi Mumbai,India,2.0,0.0,0.0,1.0,15,3,19,3,1559,124,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
overweight,male,omnivore,twice a day,natural gas,0.0,often,123,never,1318,0.0,3,17,30,3,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1753,Student,Mumbai,India,3.0,0.0,0.0,1.0,16,1,29,13,898,83,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
overweight,female,omnivore,less frequently,natural gas,0.0,often,132,rarely,1521,0.0,7,9,19,20,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1803,Other,Mumbai,India,7.0,0.0,0.0,1.0,15,2,9,4,1136,141,Sion,"Vehicular, Construction",0,0,0,1,1,0
obese,male,vegan,more frequently,natural gas,0.0,never,144,rarely,20,0.0,3,12,47,20,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2046,Student,Navi Mumbai,India,3.0,0.0,0.0,1.0,18,3,38,0,613,63,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
underweight,male,vegan,daily,electricity,0.0,sometimes,135,never,14,0.0,3,9,35,23,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1294,Other,Mumbai,India,3.0,0.0,0.0,1.0,7,5,14,14,1490,37,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
underweight,male,omnivore,more frequently,coal,0.0,often,278,frequently,82,0.0,5,3,39,12,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2791,Engineering,Navi Mumbai,India,5.0,0.0,0.0,1.0,37,2,20,6,1073,37,Taloja,"Industrial, Construction",0,0,1,0,1,0
obese,male,vegetarian,more frequently,electricity,0.0,often,69,very frequently,9050,0.0,5,17,38,20,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4851,Operations,Navi Mumbai,India,5.0,0.0,0.0,1.0,37,2,17,15,874,25,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
overweight,female,pescatarian,more frequently,natural gas,0.0,sometimes,216,very frequently,1385,0.0,4,1,21,10,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2880,Finance,Navi Mumbai,India,4.0,0.0,0.0,1.0,28,2,31,13,896,62,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
normal,male,vegetarian,less frequently,natural gas,0.0,never,179,rarely,447,0.0,5,8,12,12,Yes,[],['Microwave'],1594,Sales,Navi Mumbai,India,5.0,0.0,0.0,1.0,35,1,18,14,999,28,Airoli,"Residential, Corporate",1,1,0,0,0,0
normal,female,vegan,twice a day,electricity,0.0,sometimes,213,frequently,1544,0.0,3,18,10,19,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",1670,Operations,Mumbai,India,3.0,0.0,0.0,1.0,25,2,29,14,1255,30,Worli,"Vehicular, Construction",0,0,0,1,1,0
normal,female,pescatarian,twice a day,coal,0.0,often,269,never,1172,0.0,2,7,44,20,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1675,Engineering,Mumbai,India,2.0,0.0,0.0,1.0,30,4,32,19,955,98,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
overweight,female,vegetarian,daily,coal,0.0,never,225,never,1716,0.0,4,6,5,3,Sometimes,"['Plastic', 'Glass', 'Metal']",[],1656,Sales,Mumbai,India,4.0,0.0,0.0,1.0,11,2,21,0,1869,36,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
obese,male,vegan,more frequently,electricity,0.0,sometimes,235,very frequently,4383,0.0,2,9,6,21,Sometimes,"['Plastic', 'Metal']",['Stove'],4311,Other,Mumbai,India,2.0,0.0,0.0,1.0,16,0,44,18,1016,109,Goregaon,"Residential, Construction",1,0,0,0,1,0
overweight,male,omnivore,twice a day,electricity,0.0,never,74,very frequently,7900,0.0,7,22,21,1,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5921,Sales,Mumbai,India,7.0,0.0,0.0,1.0,14,0,28,6,1878,33,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
normal,male,vegetarian,more frequently,electricity,0.0,never,271,very frequently,97,0.0,2,9,21,13,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",2492,Student,Navi Mumbai,India,2.0,0.0,0.0,1.0,8,1,23,17,784,58,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
overweight,male,vegan,twice a day,wood,0.0,sometimes,65,rarely,339,0.0,5,15,38,0,Sometimes,['Plastic'],"['Oven', 'Microwave']",1625,Other,Mumbai,India,5.0,0.0,0.0,1.0,38,1,3,14,1506,139,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
underweight,female,omnivore,less frequently,natural gas,0.0,sometimes,272,very frequently,1088,0.0,5,20,24,15,No,['Plastic'],"['Stove', 'Oven', 'Microwave']",2814,Finance,Navi Mumbai,India,5.0,0.0,0.0,1.0,11,1,49,12,1023,74,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
overweight,male,omnivore,daily,coal,0.0,sometimes,73,never,8102,0.0,7,5,33,12,Yes,['Glass'],['Oven'],4771,Student,Mumbai,India,7.0,0.0,0.0,1.0,31,5,11,18,363,28,Goregaon,"Residential, Construction",1,0,0,0,1,0
underweight,male,pescatarian,less frequently,electricity,0.0,often,83,frequently,7155,0.0,1,20,43,15,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],3021,Finance,Mumbai,India,1.0,0.0,0.0,1.0,24,1,35,17,653,46,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
underweight,female,omnivore,twice a day,coal,0.0,sometimes,85,frequently,7113,0.0,5,11,22,2,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2722,Finance,Navi Mumbai,India,5.0,0.0,0.0,1.0,38,1,57,3,1268,110,Taloja,"Industrial, Construction",0,0,1,0,1,0
obese,male,omnivore,more frequently,electricity,0.0,sometimes,73,frequently,67,0.0,1,9,43,19,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1875,Operations,Mumbai,India,1.0,0.0,0.0,1.0,17,2,3,17,1516,79,Sion,"Vehicular, Construction",0,0,0,1,1,0
normal,female,pescatarian,more frequently,electricity,0.0,often,99,very frequently,9676,0.0,3,6,46,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",5240,Operations,Mumbai,India,3.0,0.0,0.0,1.0,14,3,4,3,593,49,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
overweight,male,pescatarian,daily,wood,0.0,never,90,rarely,4,0.0,7,6,5,16,Sometimes,"['Plastic', 'Glass']",['Oven'],1492,Finance,Navi Mumbai,India,7.0,0.0,0.0,1.0,31,0,18,15,544,109,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
underweight,male,vegetarian,more frequently,electricity,0.0,sometimes,94,very frequently,71,0.0,6,22,2,0,Sometimes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1940,Student,Navi Mumbai,India,6.0,0.0,0.0,1.0,5,3,40,13,951,122,Kharghar,"Residential, Construction",1,0,0,0,1,0
overweight,male,vegetarian,daily,wood,0.0,never,222,frequently,6767,0.0,2,1,6,8,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3529,Other,Mumbai,India,2.0,0.0,0.0,1.0,34,3,38,13,1448,143,Malad West,"Residential, Construction",1,0,0,0,1,0
normal,female,vegetarian,daily,electricity,0.0,never,208,never,1584,0.0,6,23,0,0,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave']",1008,Finance,Mumbai,India,6.0,0.0,0.0,1.0,33,2,56,6,966,123,Worli,"Vehicular, Construction",0,0,0,1,1,0
normal,male,vegetarian,twice a day,wood,0.0,often,188,never,1540,0.0,6,17,19,14,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1972,Operations,Mumbai,India,6.0,0.0,0.0,1.0,37,1,30,12,908,77,Sion,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,pescatarian,daily,electricity,0.0,often,98,never,525,0.0,4,0,13,12,No,['Metal'],['Stove'],1261,Operations,Navi Mumbai,India,4.0,0.0,0.0,1.0,4,1,6,13,559,84,Airoli,"Residential, Corporate",1,1,0,0,0,0
overweight,female,vegetarian,more frequently,electricity,0.0,never,249,frequently,41,0.0,4,6,2,4,Sometimes,['Paper'],['Microwave'],1349,Sales,Mumbai,India,4.0,0.0,0.0,1.0,17,0,11,9,1689,145,Sion,"Vehicular, Construction",0,0,0,1,1,0
obese,male,vegetarian,less frequently,coal,0.0,sometimes,89,very frequently,1874,0.0,1,20,23,0,No,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2998,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,15,3,9,12,771,108,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,male,vegetarian,twice a day,natural gas,0.0,never,273,never,46,0.0,7,5,46,8,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2115,Other,Mumbai,India,7.0,0.0,0.0,1.0,7,2,28,5,1346,47,Goregaon,"Residential, Construction",1,0,0,0,1,0
normal,male,vegetarian,daily,natural gas,0.0,sometimes,65,very frequently,9167,0.0,4,8,33,9,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",5136,Student,Navi Mumbai,India,4.0,0.0,0.0,1.0,24,2,51,10,834,29,Airoli,"Residential, Corporate",1,1,0,0,0,0
overweight,male,vegetarian,more frequently,electricity,0.0,often,90,never,1193,0.0,6,10,12,14,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],829,Operations,Navi Mumbai,India,6.0,0.0,0.0,1.0,31,0,20,5,1060,30,Kharghar,"Residential, Construction",1,0,0,0,1,0
overweight,female,pescatarian,daily,coal,0.0,never,132,rarely,5738,0.0,3,20,20,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2240,Engineering,Mumbai,India,3.0,0.0,0.0,1.0,25,2,12,10,1678,49,Goregaon,"Residential, Construction",1,0,0,0,1,0
normal,female,omnivore,less frequently,wood,0.0,never,299,never,47,0.0,1,12,1,13,No,"['Glass', 'Metal']",['Stove'],820,Engineering,Navi Mumbai,India,1.0,0.0,0.0,1.0,21,2,22,18,680,68,Kharghar,"Residential, Construction",1,0,0,0,1,0
normal,male,vegan,twice a day,wood,0.0,often,132,very frequently,8860,0.0,3,17,31,23,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",5816,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,30,3,5,16,1223,47,Airoli,"Residential, Corporate",1,1,0,0,0,0
underweight,male,vegan,daily,electricity,0.0,never,87,very frequently,5908,0.0,6,20,34,6,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",4046,Operations,Navi Mumbai,India,6.0,0.0,0.0,1.0,9,1,30,2,815,39,Taloja,"Industrial, Construction",0,0,1,0,1,0
underweight,male,omnivore,more frequently,coal,0.0,often,165,never,1,0.0,5,0,18,20,No,"['Paper', 'Metal']",['Microwave'],1530,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,11,1,8,0,307,49,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,male,vegetarian,daily,wood,0.0,often,138,rarely,1957,0.0,2,2,37,24,No,"['Plastic', 'Glass', 'Metal']",['Oven'],2271,Engineering,Navi Mumbai,India,2.0,0.0,0.0,1.0,27,1,50,15,1395,110,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,female,omnivore,daily,wood,0.0,often,186,never,3881,0.0,4,23,34,15,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2166,Sales,Navi Mumbai,India,4.0,0.0,0.0,1.0,5,1,23,11,260,95,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,female,vegetarian,less frequently,electricity,0.0,sometimes,89,never,5030,0.0,5,4,45,24,No,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2313,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,19,2,15,13,765,85,Airoli,"Residential, Corporate",1,1,0,0,0,0
underweight,female,pescatarian,twice a day,natural gas,0.0,sometimes,147,never,41,0.0,7,2,33,23,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1437,Engineering,Mumbai,India,7.0,0.0,0.0,1.0,4,3,58,17,998,56,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
overweight,female,pescatarian,less frequently,coal,0.0,often,186,very frequently,937,0.0,6,17,6,12,Yes,['Plastic'],['Microwave'],3088,Operations,Navi Mumbai,India,6.0,0.0,0.0,1.0,22,0,57,2,1914,134,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
underweight,male,vegan,more frequently,natural gas,0.0,never,268,frequently,22,0.0,3,18,46,0,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2041,Other,Mumbai,India,3.0,0.0,0.0,1.0,8,1,10,7,188,133,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
underweight,male,vegetarian,more frequently,electricity,0.0,never,105,very frequently,1394,0.0,7,18,13,20,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2599,Engineering,Mumbai,India,7.0,0.0,0.0,1.0,28,2,35,17,1817,76,Sion,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,omnivore,twice a day,wood,0.0,often,228,frequently,88,0.0,6,24,43,19,Sometimes,[],"['Grill', 'Airfryer']",2827,Student,Navi Mumbai,India,6.0,0.0,0.0,1.0,15,2,56,15,439,86,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,male,omnivore,twice a day,electricity,0.0,often,298,frequently,5914,0.0,1,13,21,9,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",3134,Student,Mumbai,India,1.0,0.0,0.0,1.0,21,2,0,14,1170,47,Goregaon,"Residential, Construction",1,0,0,0,1,0
overweight,female,pescatarian,twice a day,electricity,0.0,never,116,frequently,1507,0.0,5,6,50,3,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2046,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,7,1,20,1,1879,126,Taloja,"Industrial, Construction",0,0,1,0,1,0
obese,male,pescatarian,daily,electricity,0.0,never,146,very frequently,1796,0.0,6,6,18,13,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",3154,Student,Mumbai,India,6.0,0.0,0.0,1.0,19,5,43,15,1884,141,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
overweight,male,vegan,twice a day,natural gas,0.0,never,175,very frequently,115,0.0,3,7,18,7,Sometimes,['Metal'],[],2649,Operations,Mumbai,India,3.0,0.0,0.0,1.0,13,1,35,9,1876,36,Goregaon,"Residential, Construction",1,0,0,0,1,0
underweight,male,vegetarian,daily,wood,0.0,never,80,frequently,5795,0.0,2,24,44,18,No,"['Paper', 'Metal']",['Microwave'],1791,Finance,Mumbai,India,2.0,0.0,0.0,1.0,38,2,36,10,1241,146,Worli,"Vehicular, Construction",0,0,0,1,1,0
normal,female,pescatarian,twice a day,wood,0.0,sometimes,129,rarely,76,0.0,2,21,3,4,Sometimes,[],"['Grill', 'Airfryer']",1017,Engineering,Navi Mumbai,India,2.0,0.0,0.0,1.0,36,5,5,18,1799,67,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
overweight,male,pescatarian,less frequently,electricity,0.0,sometimes,253,never,1389,0.0,7,4,32,23,No,['Plastic'],"['Stove', 'Microwave']",1926,Engineering,Navi Mumbai,India,7.0,0.0,0.0,1.0,33,2,13,18,1926,106,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,female,vegetarian,more frequently,electricity,0.0,never,271,never,51,0.0,3,13,50,23,No,"['Paper', 'Metal']",[],1346,Finance,Mumbai,India,3.0,0.0,0.0,1.0,10,2,28,9,270,95,Sion,"Vehicular, Construction",0,0,0,1,1,0
overweight,male,pescatarian,more frequently,wood,0.0,sometimes,261,very frequently,2184,0.0,4,23,22,3,Sometimes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",3148,Student,Mumbai,India,4.0,0.0,0.0,1.0,39,2,0,16,516,108,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
overweight,female,omnivore,twice a day,wood,0.0,never,79,rarely,46,0.0,1,21,21,16,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1182,Operations,Navi Mumbai,India,1.0,0.0,0.0,1.0,32,3,7,0,616,97,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
obese,male,omnivore,more frequently,natural gas,0.0,sometimes,197,rarely,1562,0.0,2,18,31,8,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",2608,Engineering,Navi Mumbai,India,2.0,0.0,0.0,1.0,30,3,46,6,871,77,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
overweight,male,omnivore,daily,natural gas,0.0,never,188,rarely,49,0.0,6,7,44,5,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1722,Other,Mumbai,India,6.0,0.0,0.0,1.0,33,1,43,15,669,126,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
obese,male,vegan,twice a day,electricity,0.0,often,176,very frequently,833,0.0,7,1,44,6,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']",3094,Engineering,Mumbai,India,7.0,0.0,0.0,1.0,6,0,58,10,535,81,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
normal,female,vegan,twice a day,wood,0.0,sometimes,174,very frequently,11,0.0,4,19,12,21,No,"['Glass', 'Metal']",['Microwave'],2335,Finance,Mumbai,India,4.0,0.0,0.0,1.0,22,0,18,17,299,86,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
obese,female,omnivore,more frequently,natural gas,0.0,sometimes,159,rarely,4669,0.0,7,11,50,4,Sometimes,['Metal'],"['Stove', 'Oven']",3469,Sales,Navi Mumbai,India,7.0,0.0,0.0,1.0,6,3,22,0,1582,145,Airoli,"Residential, Corporate",1,1,0,0,0,0
overweight,female,vegan,less frequently,wood,0.0,never,192,very frequently,45,0.0,7,20,2,1,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']",2127,Operations,Navi Mumbai,India,7.0,0.0,0.0,1.0,24,4,38,1,1998,72,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
normal,female,omnivore,daily,electricity,0.0,never,230,rarely,5606,0.0,3,11,19,9,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2353,Operations,Mumbai,India,3.0,0.0,0.0,1.0,2,4,40,1,533,132,Borivali,"Residential, Vehicular",1,0,0,1,0,0
obese,female,vegan,twice a day,natural gas,0.0,never,89,never,459,0.0,3,17,7,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",512,Operations,Mumbai,India,3.0,0.0,0.0,1.0,37,2,10,5,1534,129,Goregaon,"Residential, Construction",1,0,0,0,1,0
normal,female,omnivore,less frequently,coal,0.0,often,88,rarely,3102,0.0,3,3,19,14,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1637,Operations,Mumbai,India,3.0,0.0,0.0,1.0,19,3,26,7,1773,146,Goregaon,"Residential, Construction",1,0,0,0,1,0
underweight,male,omnivore,more frequently,natural gas,0.0,often,55,never,2084,0.0,5,3,50,21,No,"['Paper', 'Metal']","['Stove', 'Oven']",2531,Finance,Mumbai,India,5.0,0.0,0.0,1.0,33,1,54,19,478,148,Borivali,"Residential, Vehicular",1,0,0,1,0,0
underweight,male,vegetarian,more frequently,coal,0.0,often,282,never,799,0.0,6,7,29,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2067,Sales,Mumbai,India,6.0,0.0,0.0,1.0,29,1,59,13,929,115,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
underweight,female,pescatarian,more frequently,wood,0.0,sometimes,123,very frequently,203,0.0,7,1,24,2,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1997,Finance,Mumbai,India,7.0,0.0,0.0,1.0,16,1,39,19,989,140,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
obese,male,omnivore,daily,wood,0.0,sometimes,238,rarely,3624,0.0,5,18,32,4,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",3122,Other,Navi Mumbai,India,5.0,0.0,0.0,1.0,9,3,35,7,1872,137,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,female,pescatarian,more frequently,coal,0.0,sometimes,53,very frequently,1787,0.0,4,6,42,18,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3063,Other,Mumbai,India,4.0,0.0,0.0,1.0,34,2,41,16,1271,104,Worli,"Vehicular, Construction",0,0,0,1,1,0
normal,male,pescatarian,twice a day,electricity,0.0,sometimes,98,rarely,79,0.0,2,18,22,23,No,['Glass'],"['Microwave', 'Grill', 'Airfryer']",1255,Student,Mumbai,India,2.0,0.0,0.0,1.0,19,1,19,4,1923,50,Malad West,"Residential, Construction",1,0,0,0,1,0
underweight,male,vegetarian,more frequently,electricity,0.0,never,105,very frequently,1394,0.0,7,18,13,20,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2599,Engineering,Mumbai,India,7.0,0.0,0.0,1.0,17,1,41,2,915,36,Goregaon,"Residential, Construction",1,0,0,0,1,0
underweight,female,pescatarian,less frequently,coal,0.0,sometimes,206,rarely,688,0.0,7,22,31,17,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2002,Student,Mumbai,India,7.0,0.0,0.0,1.0,26,1,7,17,1342,108,Worli,"Vehicular, Construction",0,0,0,1,1,0
